,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Temperature,Dew Point,Humidity,Wind Speed,Wind,Pressure,IntCondition,Year,Month,Day,date,Date,Event
1202,7,4,5,15,8,1,2,2,84.13043478,69.65217391,64.08695652,12.43478261,254.4782609,29.66130435,1.347826087,2017,4,18,4/18/2017,2017-04-18,0
1203,1,1,5,12,2,0,0,0,85.45,70.1,62.55,14.1,256.55,29.579,3.85,2017,4,19,4/19/2017,2017-04-19,0
1204,1,2,4,8,10,0,6,1,86.45454545,67.04545455,55.36363636,11.63636364,238.6363636,29.53863636,5.0,2017,4,20,4/20/2017,2017-04-20,0
1205,3,2,1,26,2,0,2,2,84.55,71.15,66.0,8.55,229.7,29.573,3.4,2017,4,21,4/21/2017,2017-04-21,0
1206,2,4,3,19,7,1,1,2,83.45833333,70.54166667,67.04166667,9.083333333,216.6666667,29.605,2.291666667,2017,4,22,4/22/2017,2017-04-22,0
1207,8,4,3,26,7,0,1,5,84.20833333,71.0,65.04166667,9.125,224.375,29.62375,5.791666667,2017,4,23,4/23/2017,2017-04-23,0
1208,9,3,8,12,9,0,1,5,83.58333333,69.91666667,65.16666667,9.791666667,215.0416667,29.645,4.166666667,2017,4,24,4/24/2017,2017-04-24,0
1209,7,2,1,22,0,0,22,2,82.28571429,70.66666667,68.95238095,9.380952381,223.0952381,29.69714286,5.428571429,2017,4,25,4/25/2017,2017-04-25,0
1210,3,3,3,9,3,0,1,7,83.56521739,71.34782609,66.73913043,11.26086957,242.826087,29.68478261,2.260869565,2017,4,26,4/26/2017,2017-04-26,0
1211,3,3,2,11,10,1,0,10,84.625,71.95833333,67.125,13.16666667,236.5416667,29.69875,3.958333333,2017,4,27,4/27/2017,2017-04-27,0
1212,2,2,3,11,2,0,7,7,85.19047619,72.95238095,68.28571429,12.04761905,242.3333333,29.69,3.142857143,2017,4,28,4/28/2017,2017-04-28,0
1213,5,8,1,13,2,1,1,8,91.40909091,59.0,42.59090909,8.863636364,234.3636364,29.68045455,4.636363636,2017,4,29,4/29/2017,2017-04-29,0
1214,1,4,1,15,2,0,12,2,90.95454545,57.31818182,41.18181818,10.18181818,266.1363636,29.67636364,3.318181818,2017,4,30,4/30/2017,2017-04-30,0
1215,0,1,1,1,0,0,0,1,88.82608696,64.47826087,45.91304348,7.217391304,210.5652174,29.67956522,1.0,2017,5,1,5/1/2017,2017-05-01,1
1216,1,6,1,16,5,0,6,5,86.85714286,73.76190476,60.80952381,8.714285714,212.2380952,29.70142857,1.666666667,2017,5,2,5/2/2017,2017-05-02,0
1217,1,2,6,18,6,0,20,2,87.47826087,72.82608696,63.65217391,7.956521739,223.3913043,29.7173913,2.217391304,2017,5,3,5/3/2017,2017-05-03,0
1218,5,5,1,10,4,0,2,4,87.27272727,71.31818182,59.86363636,9.454545455,233.4090909,29.73909091,1.181818182,2017,5,4,5/4/2017,2017-05-04,0
1219,2,5,1,7,8,0,12,3,87.54166667,68.125,52.91666667,11.29166667,250.4583333,29.71875,3.083333333,2017,5,5,5/5/2017,2017-05-05,0
1220,4,2,3,14,1,0,0,6,87.43478261,70.91304348,58.39130435,9.086956522,241.8695652,29.69652174,1.652173913,2017,5,6,5/6/2017,2017-05-06,0
1221,6,3,4,17,3,0,1,4,88.43478261,71.30434783,58.7826087,10.17391304,244.7391304,28.40304348,1.739130435,2017,5,7,5/7/2017,2017-05-07,0
1222,2,3,1,8,8,3,1,5,89.58333333,69.83333333,54.125,7.75,218.625,29.64,3.583333333,2017,5,8,5/8/2017,2017-05-08,0
1223,6,4,3,11,4,0,2,2,88.34782609,72.7826087,61.0,10.13043478,227.1304348,29.58434783,4.47826087,2017,5,9,5/9/2017,2017-05-09,0
1224,8,0,9,15,4,0,14,7,88.875,74.20833333,64.08333333,9.083333333,229.8333333,29.5775,6.125,2017,5,10,5/10/2017,2017-05-10,0
1225,6,6,3,16,6,2,1,10,88.08333333,74.33333333,65.58333333,8.125,246.875,29.66,4.458333333,2017,5,11,5/11/2017,2017-05-11,0
1226,5,4,6,16,4,9,0,6,87.5,73.91666667,65.75,9.25,228.0416667,28.46416667,2.083333333,2017,5,12,5/12/2017,2017-05-12,0
1227,5,2,6,12,4,0,1,7,87.17391304,73.39130435,65.0,9.826086957,246.7391304,29.66782609,3.0,2017,5,13,5/13/2017,2017-05-13,0
1228,4,1,2,31,6,0,5,2,86.375,74.16666667,67.75,11.20833333,239.2916667,29.61875,3.958333333,2017,5,14,5/14/2017,2017-05-14,0
1229,5,4,2,17,0,3,3,7,87.45833333,74.0,65.16666667,13.33333333,236.4166667,29.56375,2.458333333,2017,5,15,5/15/2017,2017-05-15,0
1230,2,5,1,14,2,0,5,6,87.85714286,73.28571429,62.52380952,9.428571429,239.0952381,29.53142857,1.0,2017,5,16,5/16/2017,2017-05-16,0
1231,6,4,0,9,5,0,0,2,88.41666667,72.58333333,61.91666667,13.75,232.625,29.54875,1.708333333,2017,5,17,5/17/2017,2017-05-17,0
1232,3,4,3,21,4,0,0,3,86.68181818,74.31818182,67.45454545,12.18181818,243.7272727,29.58772727,3.090909091,2017,5,18,5/18/2017,2017-05-18,0
1233,4,3,2,31,11,0,0,10,86.66666667,74.91666667,68.91666667,14.79166667,237.5416667,29.61375,3.125,2017,5,19,5/19/2017,2017-05-19,0
1234,4,4,0,15,5,0,6,6,86.60869565,75.7826087,70.60869565,15.04347826,230.0,29.58695652,6.347826087,2017,5,20,5/20/2017,2017-05-20,0
1235,6,2,1,32,5,0,12,4,87.30434783,75.34782609,68.39130435,14.52173913,237.9130435,29.52956522,5.130434783,2017,5,21,5/21/2017,2017-05-21,0
1236,5,1,4,22,5,0,7,11,87.17391304,74.34782609,66.26086957,13.2173913,245.6521739,29.61695652,4.695652174,2017,5,22,5/22/2017,2017-05-22,0
1237,3,2,5,7,9,0,2,6,87.65217391,72.82608696,63.04347826,17.86956522,251.6521739,29.64565217,2.608695652,2017,5,23,5/23/2017,2017-05-23,0
1238,6,2,3,11,9,0,4,4,89.09090909,73.54545455,60.90909091,15.86363636,259.8636364,29.59318182,4.954545455,2017,5,24,5/24/2017,2017-05-24,0
1239,5,5,2,18,3,0,2,4,89.52173913,74.82608696,63.0,15.47826087,247.6521739,29.53347826,1.304347826,2017,5,25,5/25/2017,2017-05-25,0
1240,2,3,4,29,4,0,8,2,88.17391304,77.43478261,71.13043478,11.7826087,234.9565217,26.93086957,2.956521739,2017,5,26,5/26/2017,2017-05-26,0
1241,6,2,2,22,5,0,0,10,88.43478261,78.13043478,72.17391304,11.43478261,233.0,28.15782609,4.652173913,2017,5,27,5/27/2017,2017-05-27,0
1242,2,5,2,10,2,0,0,3,88.68181818,78.09090909,71.54545455,10.90909091,222.1363636,29.40681818,5.818181818,2017,5,28,5/28/2017,2017-05-28,0
1243,2,3,1,27,4,2,4,4,89.95,79.0,71.1,9.35,219.6,29.364,2.35,2017,5,29,5/29/2017,2017-05-29,0
1244,8,3,4,25,3,0,5,5,88.375,77.54166667,71.125,4.75,136.0,29.36708333,6.75,2017,5,30,5/30/2017,2017-05-30,0
1245,4,2,7,12,6,4,1,5,89.625,79.58333333,72.41666667,6.041666667,206.4166667,29.33583333,3.416666667,2017,5,31,5/31/2017,2017-05-31,0
1246,1,3,2,20,10,0,2,2,90.0,76.52173913,66.39130435,7.695652174,135.2173913,29.44608696,7.043478261,2017,6,1,6/1/2017,2017-06-01,0
1247,2,4,4,17,9,1,5,3,89.125,74.83333333,63.58333333,8.041666667,189.5416667,29.54125,5.5,2017,6,2,6/2/2017,2017-06-02,0
1248,4,1,3,8,3,0,21,1,91.73684211,75.05263158,61.47368421,9.315789474,221.6315789,29.54157895,3.105263158,2017,6,3,6/3/2017,2017-06-03,0
1249,7,1,1,23,3,1,5,4,89.56521739,76.17391304,65.34782609,12.0,231.0434783,29.5426087,2.217391304,2017,6,4,6/4/2017,2017-06-04,0
1250,3,6,4,9,5,0,0,8,89.34782609,74.39130435,61.73913043,10.43478261,226.2173913,29.5426087,4.826086957,2017,6,5,6/5/2017,2017-06-05,0
1251,1,3,0,17,3,0,5,7,90.71428571,74.14285714,58.71428571,13.71428571,218.7142857,29.55071429,5.714285714,2017,6,6,6/6/2017,2017-06-06,0
1252,5,3,3,20,12,0,20,6,89.28571429,75.14285714,63.61904762,14.95238095,212.3809524,29.56142857,4.857142857,2017,6,7,6/7/2017,2017-06-07,0
1253,4,1,3,13,4,0,2,4,88.86363636,75.72727273,65.63636364,9.954545455,218.1363636,29.56318182,5.818181818,2017,6,8,6/8/2017,2017-06-08,0
1254,1,3,3,10,2,0,0,6,90.52173913,75.0,61.17391304,14.04347826,246.7826087,29.52956522,4.826086957,2017,6,9,6/9/2017,2017-06-09,0
1255,9,6,4,15,2,0,7,3,90.04347826,74.17391304,60.34782609,12.91304348,231.1304348,29.49173913,3.652173913,2017,6,10,6/10/2017,2017-06-10,0
1256,5,3,7,22,5,0,2,3,90.33333333,74.22222222,60.0,11.83333333,235.2777778,22.93222222,3.111111111,2017,6,11,6/11/2017,2017-06-11,0
1257,4,3,0,8,3,0,5,9,89.77272727,73.90909091,60.36363636,12.0,234.4545455,29.47045455,3.863636364,2017,6,12,6/12/2017,2017-06-12,0
1258,3,2,3,8,9,0,0,9,89.08333333,74.75,63.16666667,17.20833333,240.25,29.45375,4.875,2017,6,13,6/13/2017,2017-06-13,0
1259,1,1,1,9,6,3,5,3,89.29166667,74.54166667,62.29166667,11.70833333,234.5416667,27.06833333,4.333333333,2017,6,14,6/14/2017,2017-06-14,0
1260,2,4,1,11,7,0,5,6,88.9,74.2,62.5,12.8,236.5,29.5475,4.65,2017,6,15,6/15/2017,2017-06-15,0
1261,4,1,0,12,6,0,0,5,89.25,76.41666667,66.33333333,19.91666667,242.0833333,27.01208333,6.916666667,2017,6,16,6/16/2017,2017-06-16,0
1262,2,9,5,12,4,0,5,5,88.39130435,76.2173913,67.56521739,15.7826087,233.0,29.47086957,7.260869565,2017,6,17,6/17/2017,2017-06-17,0
1263,3,7,1,27,2,0,12,3,89.0,74.90909091,63.54545455,14.0,237.5,29.48,5.090909091,2017,6,18,6/18/2017,2017-06-18,0
1264,1,2,1,15,1,1,6,3,89.13636364,75.54545455,64.68181818,16.31818182,234.3181818,29.41863636,5.954545455,2017,6,19,6/19/2017,2017-06-19,0
1265,8,1,4,10,4,0,5,6,88.45454545,76.90909091,68.81818182,13.31818182,233.3181818,24.05181818,5.409090909,2017,6,20,6/20/2017,2017-06-20,0
1266,4,1,2,21,4,0,2,5,88.52173913,76.39130435,67.60869565,14.91304348,227.0869565,29.40304348,5.826086957,2017,6,21,6/21/2017,2017-06-21,0
1267,1,2,0,7,4,0,8,11,84.77272727,71.77272727,61.68181818,14.54545455,232.4090909,29.44727273,5.545454545,2017,6,22,6/22/2017,2017-06-22,0
1268,1,1,1,13,5,0,0,1,88.66666667,74.47619048,63.38095238,10.61904762,228.5238095,29.47571429,4.952380952,2017,6,23,6/23/2017,2017-06-23,0
1269,5,4,5,20,4,1,0,1,89.04347826,75.08695652,64.0,10.39130435,232.1304348,29.40173913,4.434782609,2017,6,24,6/24/2017,2017-06-24,0
1270,6,2,6,22,4,0,0,5,89.27272727,75.90909091,65.18181818,4.818181818,156.6363636,28.02909091,3.181818182,2017,6,25,6/25/2017,2017-06-25,0
1271,7,3,6,10,11,0,0,3,92.69565217,75.65217391,59.17391304,5.652173913,143.9565217,29.39608696,3.217391304,2017,6,26,6/26/2017,2017-06-26,1
1272,4,2,6,14,9,0,3,6,92.59090909,75.95454545,59.63636364,7.045454545,198.5454545,29.38772727,3.863636364,2017,6,27,6/27/2017,2017-06-27,1
1273,4,3,5,16,6,0,0,2,80.31818182,68.81818182,61.63636364,3.272727273,103.4090909,28.04909091,6.772727273,2017,6,28,6/28/2017,2017-06-28,1
1274,4,4,6,17,1,0,21,5,84.82608696,76.65217391,77.60869565,5.695652174,91.04347826,29.39217391,12.17391304,2017,6,29,6/29/2017,2017-06-29,1
1275,6,2,2,18,2,0,0,6,85.18181818,77.45454545,78.22727273,10.04545455,214.9545455,29.37272727,11.54545455,2017,6,30,6/30/2017,2017-06-30,0
1276,3,2,1,9,4,0,10,4,86.95652174,77.17391304,67.65217391,14.47826087,250.6956522,29.37086957,6.217391304,2017,7,1,7/1/2017,2017-07-01,0
1277,4,4,2,9,6,0,0,4,87.33333333,75.91666667,69.125,12.54166667,243.9583333,29.3725,5.416666667,2017,7,2,7/2/2017,2017-07-02,0
1278,3,0,2,8,11,0,11,0,87.5,74.79166667,66.5,12.58333333,229.9583333,29.43,5.375,2017,7,3,7/3/2017,2017-07-03,0
1279,10,2,5,18,7,0,0,6,87.47826087,74.39130435,65.60869565,18.2173913,236.0,29.44217391,6.130434783,2017,7,4,7/4/2017,2017-07-04,0
1280,3,1,2,15,17,0,1,4,87.71428571,73.85714286,63.95238095,25.38095238,241.3809524,29.42714286,5.571428571,2017,7,5,7/5/2017,2017-07-05,0
1281,3,6,3,18,2,1,0,1,87.95652174,74.91304348,65.95652174,15.91304348,222.173913,29.44,6.52173913,2017,7,6,7/6/2017,2017-07-06,0
1282,5,2,4,16,6,0,1,0,86.34782609,76.0,71.65217391,12.47826087,231.0869565,29.50478261,6.130434783,2017,7,7,7/7/2017,2017-07-07,0
1283,4,3,5,16,12,0,1,3,87.54545455,74.90909091,66.86363636,11.90909091,229.2727273,29.52909091,5.363636364,2017,7,8,7/8/2017,2017-07-08,0
1284,2,6,0,15,4,0,1,4,86.91666667,74.375,67.0,13.41666667,227.125,29.50375,6.666666667,2017,7,9,7/9/2017,2017-07-09,0
1285,2,4,3,11,5,2,7,3,84.43478261,76.2173913,76.26086957,14.65217391,235.0,29.51521739,10.0,2017,7,10,7/10/2017,2017-07-10,0
1286,2,0,0,18,2,0,7,2,84.0,77.34782609,80.08695652,18.17391304,236.9565217,29.48130435,10.43478261,2017,7,11,7/11/2017,2017-07-11,0
1287,2,4,0,14,11,0,3,0,85.18181818,76.45454545,75.36363636,14.36363636,231.2727273,29.46909091,7.363636364,2017,7,12,7/12/2017,2017-07-12,0
1288,3,3,1,10,4,3,3,2,86.19047619,75.95238095,72.0952381,12.28571429,236.9047619,29.48285714,6.238095238,2017,7,13,7/13/2017,2017-07-13,0
1289,2,3,2,16,8,0,5,3,86.125,74.79166667,69.33333333,10.54166667,239.3333333,28.26541667,7.791666667,2017,7,14,7/14/2017,2017-07-14,0
1290,3,9,3,21,3,0,0,2,85.16666667,75.125,72.91666667,14.45833333,254.2916667,28.23041667,9.791666667,2017,7,15,7/15/2017,2017-07-15,0
1291,11,10,3,19,6,0,0,1,82.91666667,76.91666667,81.95833333,12.58333333,267.3333333,29.42875,9.125,2017,7,16,7/16/2017,2017-07-16,0
1292,9,4,3,16,6,2,4,3,85.29166667,76.25,74.66666667,13.95833333,257.9166667,29.4275,5.833333333,2017,7,17,7/17/2017,2017-07-17,0
1293,9,5,1,14,8,0,20,4,86.54166667,76.625,72.95833333,7.125,230.0,29.40833333,8.083333333,2017,7,18,7/18/2017,2017-07-18,0
1294,6,3,4,21,6,3,1,6,85.08333333,75.91666667,76.45833333,4.375,35.70833333,29.42666667,12.04166667,2017,7,19,7/19/2017,2017-07-19,0
1295,5,3,3,18,11,2,2,2,87.0,75.83333333,71.08333333,4.375,173.6666667,29.37291667,4.708333333,2017,7,20,7/20/2017,2017-07-20,0
1296,2,1,3,14,5,0,0,3,86.5,77.83333333,75.41666667,10.83333333,214.8333333,29.39375,5.791666667,2017,7,21,7/21/2017,2017-07-21,0
1297,3,5,5,22,3,1,0,2,85.41666667,76.33333333,74.33333333,10.79166667,245.9583333,28.19291667,6.666666667,2017,7,22,7/22/2017,2017-07-22,0
1298,7,2,2,12,4,0,4,5,84.66666667,75.58333333,74.5,11.29166667,246.7916667,29.4125,5.541666667,2017,7,23,7/23/2017,2017-07-23,0
1299,4,1,1,15,6,0,0,3,84.52173913,74.39130435,72.08695652,10.82608696,245.7826087,29.40565217,5.347826087,2017,7,24,7/24/2017,2017-07-24,0
1300,6,2,2,14,5,0,6,0,85.25,74.375,70.54166667,12.95833333,241.1666667,29.38791667,5.291666667,2017,7,25,7/25/2017,2017-07-25,0
1301,3,6,3,15,11,1,1,1,85.0,75.58333333,73.54166667,10.83333333,251.4166667,29.4325,6.5,2017,7,26,7/26/2017,2017-07-26,0
1302,5,0,0,12,8,0,0,1,85.90909091,75.54545455,71.72727273,10.40909091,249.7272727,29.50045455,6.272727273,2017,7,27,7/27/2017,2017-07-27,0
1303,4,5,1,16,10,0,0,3,85.39130435,74.73913043,71.2173913,9.652173913,232.2173913,29.51782609,5.304347826,2017,7,28,7/28/2017,2017-07-28,0
1304,3,3,2,14,1,0,0,4,83.33333333,75.91666667,78.125,8.208333333,222.5,29.52875,10.625,2017,7,29,7/29/2017,2017-07-29,0
1305,5,2,2,13,11,0,0,1,84.25,76.08333333,76.75,10.20833333,245.0,29.53,8.125,2017,7,30,7/30/2017,2017-07-30,0
1306,7,1,2,21,9,0,5,2,84.91666667,75.04166667,72.79166667,11.66666667,239.375,29.495,5.125,2017,7,31,7/31/2017,2017-07-31,0
1307,7,3,2,16,3,0,1,1,84.13043478,75.69565217,75.7826087,10.39130435,233.0,29.50347826,7.260869565,2017,8,1,8/1/2017,2017-08-01,0
1308,6,2,1,25,2,0,1,4,85.08333333,75.16666667,72.5,11.54166667,222.375,29.49875,7.25,2017,8,2,8/2/2017,2017-08-02,0
1309,6,0,4,10,8,0,1,3,85.61904762,73.61904762,68.19047619,16.19047619,237.0,28.04047619,7.761904762,2017,8,3,8/3/2017,2017-08-03,0
1310,8,4,1,15,11,2,5,2,85.45833333,74.0,68.91666667,12.5,241.2083333,28.15625,6.916666667,2017,8,4,8/4/2017,2017-08-04,0
1311,4,2,2,12,1,0,0,2,85.65217391,74.56521739,70.17391304,9.739130435,225.2173913,29.40304348,4.956521739,2017,8,5,8/5/2017,2017-08-05,0
1312,2,3,1,13,6,0,0,3,86.08333333,73.91666667,67.875,6.458333333,175.4166667,29.4775,5.291666667,2017,8,6,8/6/2017,2017-08-06,0
1313,1,5,3,16,9,2,0,0,84.17391304,74.30434783,72.52173913,7.0,195.7391304,29.51391304,7.565217391,2017,8,7,8/7/2017,2017-08-07,0
1314,6,1,2,11,8,0,0,4,84.5,74.75,72.79166667,3.5,106.0416667,29.54,7.041666667,2017,8,8,8/8/2017,2017-08-08,0
1315,2,4,3,13,15,0,2,2,84.75,74.91666667,73.125,7.208333333,217.7083333,29.5125,7.708333333,2017,8,9,8/9/2017,2017-08-09,0
1316,0,3,4,9,19,0,3,1,84.875,75.16666667,72.91666667,10.58333333,212.9166667,29.48375,5.333333333,2017,8,10,8/10/2017,2017-08-10,0
1317,4,2,5,8,6,3,0,0,84.5,75.16666667,74.625,12.66666667,237.4583333,29.49375,7.0,2017,8,11,8/11/2017,2017-08-11,0
1318,2,5,2,23,4,0,6,2,84.70833333,73.16666667,68.83333333,17.54166667,237.5,29.48875,6.666666667,2017,8,12,8/12/2017,2017-08-12,0
1319,3,3,2,24,5,0,1,1,84.70833333,72.79166667,68.75,18.16666667,245.9166667,29.49875,7.916666667,2017,8,13,8/13/2017,2017-08-13,0
1320,11,2,4,12,4,0,0,2,84.91304348,72.26086957,66.2173913,13.86956522,243.826087,29.59608696,5.652173913,2017,8,14,8/14/2017,2017-08-14,1
1321,2,6,2,35,11,0,2,3,85.91666667,71.125,62.25,12.95833333,248.5416667,29.63875,3.875,2017,8,15,8/15/2017,2017-08-15,0
1322,5,3,1,10,13,0,4,2,85.125,71.75,64.70833333,16.83333333,245.8333333,29.58375,5.125,2017,8,16,8/16/2017,2017-08-16,0
1323,5,1,5,12,8,0,1,1,84.86956522,72.91304348,67.43478261,16.52173913,242.826087,29.50217391,6.347826087,2017,8,17,8/17/2017,2017-08-17,0
1324,2,3,3,15,4,0,0,3,85.16666667,73.5,68.79166667,10.54166667,234.5833333,29.4825,5.541666667,2017,8,18,8/18/2017,2017-08-18,0
1325,5,4,3,16,10,0,11,2,85.33333333,72.5,66.5,7.291666667,202.6666667,29.53,4.791666667,2017,8,19,8/19/2017,2017-08-19,0
1326,4,1,6,14,6,0,2,1,86.33333333,73.0,65.33333333,8.208333333,229.8333333,29.51625,3.458333333,2017,8,20,8/20/2017,2017-08-20,0
1327,9,3,2,19,4,0,0,0,87.20833333,75.08333333,68.625,8.25,186.7083333,29.43208333,7.083333333,2017,8,21,8/21/2017,2017-08-21,0
1328,6,1,3,22,3,0,0,2,83.79166667,76.29166667,78.5,6.791666667,167.0,29.44625,8.583333333,2017,8,22,8/22/2017,2017-08-22,0
1329,3,2,2,42,8,0,9,3,83.45833333,75.16666667,77.33333333,6.041666667,161.3333333,29.545,7.208333333,2017,8,23,8/23/2017,2017-08-23,0
1330,8,9,2,27,13,0,1,3,85.33333333,75.5,73.5,9.958333333,243.9583333,29.565,4.291666667,2017,8,24,8/24/2017,2017-08-24,0
1331,6,1,1,17,17,0,0,1,84.27272727,74.81818182,73.59090909,12.86363636,241.5454545,29.49772727,5.045454545,2017,8,25,8/25/2017,2017-08-25,0
1332,4,3,1,17,10,0,1,2,84.52173913,74.82608696,73.43478261,10.69565217,233.0,28.19043478,6.217391304,2017,8,26,8/26/2017,2017-08-26,0
1333,3,5,1,21,5,2,7,1,85.29166667,74.41666667,70.70833333,10.41666667,248.7083333,29.47875,3.791666667,2017,8,27,8/27/2017,2017-08-27,0
1334,8,6,5,16,12,0,1,3,85.79166667,74.04166667,69.16666667,9.541666667,250.5,29.4625,5.166666667,2017,8,28,8/28/2017,2017-08-28,0
1335,7,2,3,17,5,0,11,2,88.5,72.91666667,62.0,6.583333333,140.7083333,29.42,6.791666667,2017,8,29,8/29/2017,2017-08-29,0
1336,7,4,3,17,4,3,0,2,91.0,70.56521739,53.65217391,14.60869565,131.3043478,29.40869565,9.608695652,2017,8,30,8/30/2017,2017-08-30,0
1337,16,3,3,17,4,0,0,1,83.33333333,78.08333333,84.375,7.958333333,39.58333333,28.20541667,10.58333333,2017,8,31,8/31/2017,2017-08-31,0
1338,3,3,5,21,8,0,2,0,82.54166667,77.04166667,83.875,2.875,105.125,29.49875,10.41666667,2017,9,1,9/1/2017,2017-09-01,0
1339,6,2,6,18,8,0,1,3,83.58333333,76.08333333,79.20833333,8.333333333,227.0,29.53375,7.041666667,2017,9,2,9/2/2017,2017-09-02,1
1340,6,5,2,18,7,0,1,3,83.625,75.0,76.33333333,8.541666667,225.2083333,29.565,6.833333333,2017,9,3,9/3/2017,2017-09-03,1
1341,6,3,6,24,7,0,0,3,83.70833333,74.08333333,73.875,8.958333333,213.0,29.6475,5.291666667,2017,9,4,9/4/2017,2017-09-04,1
1342,4,3,4,18,6,1,2,1,83.86363636,72.40909091,69.31818182,12.86363636,250.8636364,29.65454545,5.363636364,2017,9,5,9/5/2017,2017-09-05,1
1343,4,3,5,32,6,0,3,3,83.58333333,72.58333333,70.625,11.20833333,244.0,29.6225,4.333333333,2017,9,6,9/6/2017,2017-09-06,0
1344,2,1,3,18,2,0,0,2,83.91666667,72.375,68.95833333,8.791666667,215.9166667,29.63875,4.708333333,2017,9,7,9/7/2017,2017-09-07,0
1345,9,5,3,31,7,0,3,3,84.86363636,73.36363636,69.45454545,8.727272727,245.6818182,20.22409091,3.590909091,2017,9,8,9/8/2017,2017-09-08,0
1346,6,8,2,20,7,0,0,4,84.29166667,73.29166667,70.75,8.875,218.5833333,29.63625,4.083333333,2017,9,9,9/9/2017,2017-09-09,0
1347,3,5,1,36,7,0,0,4,84.29166667,72.33333333,68.0,9.416666667,244.0416667,29.62375,4.458333333,2017,9,10,9/10/2017,2017-09-10,0
1348,1,1,2,10,16,0,0,2,84.23529412,72.76470588,70.05882353,9.176470588,247.7647059,29.67411765,4.764705882,2017,9,11,9/11/2017,2017-09-11,0
1349,1,3,5,18,6,1,1,2,84.86363636,73.90909091,71.27272727,7.954545455,230.4090909,29.68727273,4.818181818,2017,9,12,9/12/2017,2017-09-12,0
1350,4,0,2,25,16,0,5,0,84.5,73.04166667,69.5,10.95833333,240.25,29.67,4.541666667,2017,9,13,9/13/2017,2017-09-13,0
1351,5,5,5,22,6,0,9,5,84.45833333,71.95833333,66.33333333,9.791666667,239.2916667,29.65625,3.5,2017,9,14,9/14/2017,2017-09-14,0
1352,3,3,3,16,12,1,8,3,85.16666667,73.04166667,69.20833333,6.083333333,183.8333333,29.6375,2.375,2017,9,15,9/15/2017,2017-09-15,0
1353,7,2,3,27,11,0,0,1,85.95833333,72.625,67.20833333,7.166666667,238.25,29.625,3.083333333,2017,9,16,9/16/2017,2017-09-16,0
1354,5,4,4,32,6,1,7,5,87.17391304,69.56521739,60.39130435,4.695652174,233.8695652,29.6273913,3.043478261,2017,9,17,9/17/2017,2017-09-17,0
1355,9,4,1,27,7,0,1,2,86.13043478,71.95652174,65.08695652,7.652173913,247.6956522,28.33130435,4.47826087,2017,9,18,9/18/2017,2017-09-18,0
1356,3,6,1,41,3,2,1,9,86.0,72.86956522,68.73913043,3.52173913,128.3043478,29.58304348,2.565217391,2017,9,19,9/19/2017,2017-09-19,0
1357,2,2,0,33,6,0,5,0,86.0,70.82608696,65.08695652,2.782608696,94.04347826,29.53478261,4.782608696,2017,9,20,9/20/2017,2017-09-20,0
1358,7,3,1,20,8,2,0,1,84.34782609,72.7826087,70.2173913,3.869565217,145.8695652,29.53347826,2.304347826,2017,9,21,9/21/2017,2017-09-21,0
1359,4,2,3,27,2,0,0,3,83.7826087,72.30434783,68.73913043,5.043478261,151.7391304,29.58565217,3.347826087,2017,9,22,9/22/2017,2017-09-22,0
1360,10,6,2,14,12,2,0,2,83.45833333,71.20833333,66.70833333,8.291666667,237.4166667,29.65875,4.75,2017,9,23,9/23/2017,2017-09-23,0
1361,3,4,2,52,7,1,6,1,83.79166667,70.70833333,64.95833333,7.416666667,215.7916667,28.46791667,4.583333333,2017,9,24,9/24/2017,2017-09-24,0
1362,1,1,1,37,7,3,26,1,83.13043478,70.43478261,65.47826087,8.826086957,246.7391304,29.67565217,4.565217391,2017,9,25,9/25/2017,2017-09-25,0
1363,2,5,2,38,4,0,6,1,83.45833333,71.33333333,66.83333333,7.708333333,215.875,29.67875,3.833333333,2017,9,26,9/26/2017,2017-09-26,0
1364,4,2,3,38,7,3,3,0,83.83333333,71.41666667,66.20833333,8.416666667,241.2916667,29.7025,4.041666667,2017,9,27,9/27/2017,2017-09-27,0
1365,3,2,3,37,3,0,10,0,83.29166667,72.29166667,69.5,8.25,250.625,29.6775,4.75,2017,9,28,9/28/2017,2017-09-28,0
1366,1,5,3,35,8,6,5,1,82.83333333,71.5,69.5,4.666666667,178.2916667,29.67375,3.958333333,2017,9,29,9/29/2017,2017-09-29,0
1367,5,2,3,61,6,0,28,0,82.125,68.95833333,66.125,2.0,75.04166667,29.74375,2.791666667,2017,9,30,9/30/2017,2017-09-30,1
1368,4,5,3,72,7,1,20,1,82.70833333,70.54166667,67.83333333,9.333333333,223.3333333,29.745,2.333333333,2017,10,1,10/1/2017,2017-10-01,1
1369,8,2,3,18,3,1,0,0,84.20833333,72.625,69.875,7.625,209.2916667,29.6525,5.083333333,2017,10,2,10/2/2017,2017-10-02,0
1370,0,2,3,53,21,3,5,2,83.30434783,72.56521739,71.0,2.913043478,108.7391304,28.41086957,4.826086957,2017,10,3,10/3/2017,2017-10-03,0
1371,2,4,4,37,6,0,2,1,83.45833333,71.5,68.33333333,4.916666667,241.125,29.74875,1.708333333,2017,10,4,10/4/2017,2017-10-04,0
1372,5,4,5,41,5,0,11,2,82.73913043,69.56521739,65.82608696,3.956521739,173.2608696,29.73173913,4.043478261,2017,10,5,10/5/2017,2017-10-05,0
